sha,message,pr_id,repo_url
7c17669d0d290d3545db489e4ccbc13a1a5d3371,"refactor: comprehensive agent ecosystem improvements and reorganization

- Rename agents for consistency: backend-staff → backend-engineer, frontend-staff → frontend-engineer, qa-tester → qa-engineer, senior-dev → fullstack-lead
- Move validation scripts to dedicated scripts/ directory for better organization
- Enhance agent capabilities and coordination patterns across the ecosystem
- Update agent-auditor with comprehensive categorization system
- Improve project-orchestrator with multi-instance coordination examples
- Add completion-summary agent enhancements for better task summaries
- Update all agent cross-references to use new naming conventions
- Maintain backward compatibility while improving clarity

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3271136191,https://api.github.com/repos/damilola-elegbede/claude-config
eb6439f215b3612deadcdd73d5a7eae6bd3c6d02,"feat: complete comprehensive testing suite and finalize code quality improvements

- Add comprehensive test suites for all major components:
  * Server router and service tests with mocking and error handling
  * Group router tests covering CRUD operations and player management
  * Backup router tests including scheduling and statistics
  * Template router tests with cloning and access control
  * File router tests with security validation and search functionality

- Fix code quality issues:
  * Fix boolean comparison patterns in ServerService queries
  * Add missing shutil import in TemplateService
  * Fix authorization service import in backup router
  * Update SQLAlchemy query patterns for better readability

- Add comprehensive API documentation:
  * Complete endpoint reference covering all 46 use cases
  * Role-based access control documentation
  * Error handling and security guidelines
  * Request/response schema documentation

- All code passes linting and formatting checks
- Tests cover authentication, authorization, validation, and error scenarios
- Maintains backward compatibility with existing functionality

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3140708028,https://api.github.com/repos/mmiura-2351/mc-server-dashboard-api
554e5585d07f570624d837538eacb5fd985c1dd7,"refactor(ast): rename ASTQueryDAG to ASTLet for clarity

- Rename class ASTQueryDAG to ASTLet to better reflect functional programming concepts
- Update wire protocol to use 'Let' instead of 'QueryDAG' type
- Add backward compatibility in from_json to support both types
- Change public API alias from 'dag' to 'let'

BREAKING CHANGE: Public API now uses 'let' instead of 'dag' for creating let bindings

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3245161961,https://api.github.com/repos/graphistry/pygraphistry
4901f9e56ffcf560e61e1832dd5983afbcc21789,"fix(lint): fix critical import and lint issues in PR #706

- Restore compute/__init__.py imports that were incorrectly removed by auto-fix
- Fix multiple imports on one line in ComputeMixin.py
- Break long import line for readability
- Remove non-existent 'call' import (not available in this branch)
- Auto-fix whitespace and unused import issues

Addresses python-lint-types CI failures.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3245161961,https://api.github.com/repos/graphistry/pygraphistry
6d26eb20ba45e27ef2fece1149f171e34532115f,"feat: implement complete MCP worktree assignment system with restart functionality

MAJOR IMPLEMENTATION: Complete MCP (Model Context Protocol) worktree assignment system

## Core Features Implemented

### 1. Worktree-Specific MCP Assignment
- Unique MCP configurations per worktree/project
- Persistent assignment storage in config.json
- Visual display of assigned MCPs in UI below branch names
- CSV format display: ""⚙ MCPs: mcp1, mcp2, mcp3""

### 2. MCP Management UI
- New 'M' key binding for MCP management overlay
- Interactive checkbox interface for MCP assignment
- Real-time toggle of MCP assignments per worktree
- Auto-save and config synchronization

### 3. Auto-Restart with --continue
- Automatic Claude restart when MCP assignments change
- Uses --continue flag to maintain Claude session context
- Complete tmux session recreation with updated MCP configuration
- Preserves git worktree and project state during restart

### 4. Comprehensive Configuration Management
- Enhanced config.json structure with worktree_mcps mapping
- Automatic cleanup of stale worktree assignments
- MCP config normalization for Claude Code compatibility
- Defensive initialization preventing nil map assignments

### 5. Command Generation & Cleanup
- Worktree-specific --mcp-config flag injection
- Clean removal of existing MCP flags before reassignment
- Temporary MCP config file generation with retry logic
- Proper --continue flag handling for session continuity

## Technical Implementation

### Architecture Changes
- New WorktreeMCPs map[string][]string in Config struct
- Enhanced ModifyCommandWithMCPForWorktree function
- Updated Instance.Restart() with proper --continue support
- MCP overlay integration with app state management

### Key Methods Added
- Config.GetWorktreeMCPs(worktreePath) - retrieve assignments
- Config.SetWorktreeMCPs(worktreePath, mcpNames) - store assignments
- Config.GetWorktreeMCPConfigs(worktreePath) - full MCP configs
- Config.CleanupWorktreeMCPs(worktreePath) - cleanup on deletion
- cleanMCPConfigFromCommand() - command sanitization

### UI Enhancements
- MCPOverlay with worktree context awareness
- InstanceRenderer MCP display with purple color scheme
- Real-time config updates after MCP changes
- Compact visual formatting preventing text overflow

### Process Integration
- Automatic MCP cleanup on worktree deletion
- Config persistence after instance changes
- Error handling with graceful fallbacks
- Comprehensive logging for debugging

## Quality Assurance

### Testing Coverage
- Comprehensive test suite for worktree MCP functionality
- Edge case handling for nil maps and missing assignments
- Integration tests for overlay and restart workflows
- Build verification and code quality gates

### Error Handling
- Defensive programming for all map operations
- Graceful degradation when MCP config fails
- Retry logic for temporary file generation
- Proper cleanup of temporary MCP config files

### Performance Optimizations
- Lazy loading of MCP configurations
- Efficient config updates only when necessary
- Minimal UI refresh cycles for MCP display
- Optimized command string manipulation

## Business Impact

This implementation provides developers with:
- **Project-Specific Tool Integration**: Different MCPs per project
- **Seamless Development Workflow**: Automatic restart with context preservation
- **Visual Clarity**: Clear indication of active MCPs per worktree
- **Operational Efficiency**: No manual MCP management required

## Files Modified

Core Implementation:
- app/app.go - MCP overlay integration and state management
- config/config.go - Worktree MCP assignment system
- session/instance.go - Restart functionality with --continue
- ui/list.go - MCP display rendering
- ui/overlay/mcpOverlay.go - MCP management interface

Supporting Changes:
- keys/keys.go - New 'M' key binding
- app/help.go - Help documentation for MCP management
- session/git/worktree_ops.go - Cleanup integration

Testing & Documentation:
- config/worktree_mcp_test.go - Comprehensive test suite
- docs/stories/epic1.story9.story.md - Implementation documentation
- Various test file updates for new configuration structure

## Future Extensibility

The implementation provides foundation for:
- Advanced MCP routing and load balancing
- MCP health monitoring and diagnostics
- Integration with external MCP registries
- Enhanced developer tool ecosystem integration

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3153513616,https://api.github.com/repos/gabadi/claude-squad
0a791dc5c4937e2d3a7d2e80a9b7571638ed5389,"Add LFGM (New York Mets) color theme

## New Theme: LFGM (Let's Fucking Go Mets)
- **Colors**: Official New York Mets blue (#002d72) and orange (#ff671f)
- **Design**: Blue background with orange accents and white text
- **Styling**: Comprehensive tmux element styling including status bars, borders, messages

## Implementation
- **Questionnaire**: Added LFGM option to color scheme choices with proper ANSI codes
- **Generator**: Full color scheme implementation with Mets blue/orange palette
- **Documentation**: Updated color count from 5 to 6 themes, added visual preview
- **Help Text**: Extended color scheme help to mention LFGM theme

## Visual Design
- Primary blue background (#002d72) for main status bar
- Orange accent (#ff671f) for active windows and highlights
- White text for optimal contrast and readability
- Secondary blue tones for borders and inactive elements
- Comprehensive styling for all tmux UI elements

Perfect for Mets fans who want their terminal to show team pride\! ⚾️🧡💙

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3177813726,https://api.github.com/repos/jeremyeder/tmux-ultimate
c3a4e7707cd0451c59b14df059f28bb32a1d69af,"Implement robust edge case handling for configuration generation

- Add comprehensive input validation and sanitization in TmuxConfigGenerator
- Handle None, empty, and invalid configuration data gracefully
- Add proper error handling for file operations in questionnaire
- Always set prefix and status position explicitly for clarity
- Validate configuration values with warnings for invalid inputs
- Add comprehensive test suite for edge cases (13 new tests)
- Improve user experience with graceful degradation on errors

Fixes issue #12: Handle edge cases in config generation",3177813726,https://api.github.com/repos/jeremyeder/tmux-ultimate
4a6456e25b14735094708de63cdce64a09efeca4,"docs: complete V1 Enhancement Planning documentation

- Add comprehensive API/SDK Integration Refactor guide with direct SDK patterns
- Create Code Architecture Improvements plan with clean architecture principles
- Document Performance Optimizations strategies for production scale
- Complete Testing & Quality Enhancements plan with 95%+ coverage targets
- Update TODO.md with implementation guides and official documentation links
- Rename SOTA terminology to ""Advanced"" for clarity throughout codebase
- Establish complete V1 implementation roadmap with technical specifications

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",3084879541,https://api.github.com/repos/BjornMelin/ai-docs-vector-db-hybrid-scraper
d5aad2726940c1cb451624afb933902020c72253,"refactor: rename test directories and files for clarity

- Rename inputs/ folder to raw/ (contains raw patient data)
- Rename outputs/ folder to inputs/ (contains processed model inputs)
- Rename test__input__patient_XX.json to test__raw__patient_XX.json
- Rename test__output__patient_XX.json to test__input__patient_XX.json
- Update all code references to use new folder and file names

This change better reflects the data flow: raw data → processed inputs for models

🤖 Generated with [opencode](https://opencode.ai)

Co-Authored-By: opencode <noreply@opencode.ai>",3244002391,https://api.github.com/repos/fbraza/python-vitals
2f44ba3ff015b20dd51dc18b7f09a81b9bc5c15e,"Fix type hint issues with TypedDict approach

- Replace type ignore comments in helpers.py with proper TypedDict
- Add specific return type for io.py update function
- Remove type: ignore comments by using ConversionInfo TypedDict
- Improve type safety and code clarity

Co-authored-by: Braza Faouzi <fbraza@users.noreply.github.com>",3244002391,https://api.github.com/repos/fbraza/python-vitals
